"ScaledSoundPressure","Frequency","AngleOfAttack","ChordLength","FreeStreamVelocity","Suction"
126.201,800,0,0.3048,71.3,0.00266337
125.201,1000,0,0.3048,71.3,0.00266337
125.951,1250,0,0.3048,71.3,0.00266337
127.591,1600,0,0.3048,71.3,0.00266337
127.461,2000,0,0.3048,71.3,0.00266337
125.571,2500,0,0.3048,71.3,0.00266337
125.201,3150,0,0.3048,71.3,0.00266337
123.061,4000,0,0.3048,71.3,0.00266337
121.301,5000,0,0.3048,71.3,0.00266337
119.541,6300,0,0.3048,71.3,0.00266337
117.151,8000,0,0.3048,71.3,0.00266337
115.391,10000,0,0.3048,71.3,0.00266337
112.241,12500,0,0.3048,71.3,0.00266337
108.721,16000,0,0.3048,71.3,0.00266337
126.416,500,0,0.3048,55.5,0.00283081
127.696,630,0,0.3048,55.5,0.00283081
128.086,800,0,0.3048,55.5,0.00283081
126.966,1000,0,0.3048,55.5,0.00283081
126.086,1250,0,0.3048,55.5,0.00283081
126.986,1600,0,0.3048,55.5,0.00283081
126.616,2000,0,0.3048,55.5,0.00283081
124.106,2500,0,0.3048,55.5,0.00283081
123.236,3150,0,0.3048,55.5,0.00283081
121.106,4000,0,0.3048,55.5,0.00283081
119.606,5000,0,0.3048,55.5,0.00283081
117.976,6300,0,0.3048,55.5,0.00283081
116.476,8000,0,0.3048,55.5,0.00283081
113.076,10000,0,0.3048,55.5,0.00283081
111.076,12500,0,0.3048,55.5,0.00283081
118.129,200,0,0.3048,39.6,0.00310138
119.319,250,0,0.3048,39.6,0.00310138
122.779,315,0,0.3048,39.6,0.00310138
124.809,400,0,0.3048,39.6,0.00310138
126.959,500,0,0.3048,39.6,0.00310138
128.629,630,0,0.3048,39.6,0.00310138
129.099,800,0,0.3048,39.6,0.00310138
127.899,1000,0,0.3048,39.6,0.00310138
125.499,1250,0,0.3048,39.6,0.00310138
124.049,1600,0,0.3048,39.6,0.00310138
123.689,2000,0,0.3048,39.6,0.00310138
121.399,2500,0,0.3048,39.6,0.00310138
120.319,3150,0,0.3048,39.6,0.00310138
119.229,4000,0,0.3048,39.6,0.00310138
117.789,5000,0,0.3048,39.6,0.00310138
116.229,6300,0,0.3048,39.6,0.00310138
114.779,8000,0,0.3048,39.6,0.00310138
112.139,10000,0,0.3048,39.6,0.00310138
109.619,12500,0,0.3048,39.6,0.00310138
117.195,200,0,0.3048,31.7,0.00331266
118.595,250,0,0.3048,31.7,0.00331266
122.765,315,0,0.3048,31.7,0.00331266
125.045,400,0,0.3048,31.7,0.00331266
127.315,500,0,0.3048,31.7,0.00331266
129.095,630,0,0.3048,31.7,0.00331266
129.235,800,0,0.3048,31.7,0.00331266
127.365,1000,0,0.3048,31.7,0.00331266
124.355,1250,0,0.3048,31.7,0.00331266
122.365,1600,0,0.3048,31.7,0.00331266
122.375,2000,0,0.3048,31.7,0.00331266
120.755,2500,0,0.3048,31.7,0.00331266
119.135,3150,0,0.3048,31.7,0.00331266
118.145,4000,0,0.3048,31.7,0.00331266
115.645,5000,0,0.3048,31.7,0.00331266
113.775,6300,0,0.3048,31.7,0.00331266
110.515,8000,0,0.3048,31.7,0.00331266
108.265,10000,0,0.3048,31.7,0.00331266
127.122,800,1.5,0.3048,71.3,0.00336729
125.992,1000,1.5,0.3048,71.3,0.00336729
125.872,1250,1.5,0.3048,71.3,0.00336729
126.632,1600,1.5,0.3048,71.3,0.00336729
126.642,2000,1.5,0.3048,71.3,0.00336729
124.512,2500,1.5,0.3048,71.3,0.00336729
123.392,3150,1.5,0.3048,71.3,0.00336729
121.762,4000,1.5,0.3048,71.3,0.00336729
119.632,5000,1.5,0.3048,71.3,0.00336729
118.122,6300,1.5,0.3048,71.3,0.00336729
115.372,8000,1.5,0.3048,71.3,0.00336729
113.492,10000,1.5,0.3048,71.3,0.00336729
109.222,12500,1.5,0.3048,71.3,0.00336729
106.582,16000,1.5,0.3048,71.3,0.00336729
121.851,315,1.5,0.3048,39.6,0.00392107
124.001,400,1.5,0.3048,39.6,0.00392107
126.661,500,1.5,0.3048,39.6,0.00392107
128.311,630,1.5,0.3048,39.6,0.00392107
128.831,800,1.5,0.3048,39.6,0.00392107
127.581,1000,1.5,0.3048,39.6,0.00392107
125.211,1250,1.5,0.3048,39.6,0.00392107
122.211,1600,1.5,0.3048,39.6,0.00392107
122.101,2000,1.5,0.3048,39.6,0.00392107
120.981,2500,1.5,0.3048,39.6,0.00392107
119.111,3150,1.5,0.3048,39.6,0.00392107
117.741,4000,1.5,0.3048,39.6,0.00392107
116.241,5000,1.5,0.3048,39.6,0.00392107
114.751,6300,1.5,0.3048,39.6,0.00392107
112.251,8000,1.5,0.3048,39.6,0.00392107
108.991,10000,1.5,0.3048,39.6,0.00392107
106.111,12500,1.5,0.3048,39.6,0.00392107
127.564,400,3,0.3048,71.3,0.00425727
128.454,500,3,0.3048,71.3,0.00425727
129.354,630,3,0.3048,71.3,0.00425727
129.494,800,3,0.3048,71.3,0.00425727
129.004,1000,3,0.3048,71.3,0.00425727
127.634,1250,3,0.3048,71.3,0.00425727
126.514,1600,3,0.3048,71.3,0.00425727
125.524,2000,3,0.3048,71.3,0.00425727
124.024,2500,3,0.3048,71.3,0.00425727
121.514,3150,3,0.3048,71.3,0.00425727
120.264,4000,3,0.3048,71.3,0.00425727
118.134,5000,3,0.3048,71.3,0.00425727
116.134,6300,3,0.3048,71.3,0.00425727
114.634,8000,3,0.3048,71.3,0.00425727
110.224,10000,3,0.3048,71.3,0.00425727
126.159,400,3,0.3048,55.5,0.00452492
128.179,500,3,0.3048,55.5,0.00452492
129.569,630,3,0.3048,55.5,0.00452492
129.949,800,3,0.3048,55.5,0.00452492
129.329,1000,3,0.3048,55.5,0.00452492
127.329,1250,3,0.3048,55.5,0.00452492
124.439,1600,3,0.3048,55.5,0.00452492
123.069,2000,3,0.3048,55.5,0.00452492
122.439,2500,3,0.3048,55.5,0.00452492
120.189,3150,3,0.3048,55.5,0.00452492
118.689,4000,3,0.3048,55.5,0.00452492
117.309,5000,3,0.3048,55.5,0.00452492
115.679,6300,3,0.3048,55.5,0.00452492
113.799,8000,3,0.3048,55.5,0.00452492
112.169,10000,3,0.3048,55.5,0.00452492
123.312,315,3,0.3048,39.6,0.00495741
125.472,400,3,0.3048,39.6,0.00495741
127.632,500,3,0.3048,39.6,0.00495741
129.292,630,3,0.3048,39.6,0.00495741
129.552,800,3,0.3048,39.6,0.00495741
128.312,1000,3,0.3048,39.6,0.00495741
125.802,1250,3,0.3048,39.6,0.00495741
122.782,1600,3,0.3048,39.6,0.00495741
120.532,2000,3,0.3048,39.6,0.00495741
120.162,2500,3,0.3048,39.6,0.00495741
118.922,3150,3,0.3048,39.6,0.00495741
116.792,4000,3,0.3048,39.6,0.00495741
115.792,5000,3,0.3048,39.6,0.00495741
114.042,6300,3,0.3048,39.6,0.00495741
110.652,8000,3,0.3048,39.6,0.00495741
123.118,315,3,0.3048,31.7,0.00529514
125.398,400,3,0.3048,31.7,0.00529514
127.548,500,3,0.3048,31.7,0.00529514
128.698,630,3,0.3048,31.7,0.00529514
128.708,800,3,0.3048,31.7,0.00529514
126.838,1000,3,0.3048,31.7,0.00529514
124.838,1250,3,0.3048,31.7,0.00529514
122.088,1600,3,0.3048,31.7,0.00529514
120.088,2000,3,0.3048,31.7,0.00529514
119.598,2500,3,0.3048,31.7,0.00529514
118.108,3150,3,0.3048,31.7,0.00529514
115.608,4000,3,0.3048,31.7,0.00529514
113.858,5000,3,0.3048,31.7,0.00529514
109.718,6300,3,0.3048,31.7,0.00529514
126.395,250,4,0.3048,71.3,0.00497773
128.175,315,4,0.3048,71.3,0.00497773
129.575,400,4,0.3048,71.3,0.00497773
130.715,500,4,0.3048,71.3,0.00497773
131.615,630,4,0.3048,71.3,0.00497773
131.755,800,4,0.3048,71.3,0.00497773
131.015,1000,4,0.3048,71.3,0.00497773
129.395,1250,4,0.3048,71.3,0.00497773
126.645,1600,4,0.3048,71.3,0.00497773
124.395,2000,4,0.3048,71.3,0.00497773
123.775,2500,4,0.3048,71.3,0.00497773
121.775,3150,4,0.3048,71.3,0.00497773
119.535,4000,4,0.3048,71.3,0.00497773
117.785,5000,4,0.3048,71.3,0.00497773
116.165,6300,4,0.3048,71.3,0.00497773
113.665,8000,4,0.3048,71.3,0.00497773
110.905,10000,4,0.3048,71.3,0.00497773
107.405,12500,4,0.3048,71.3,0.00497773
123.543,250,4,0.3048,39.6,0.00579636
126.843,315,4,0.3048,39.6,0.00579636
128.633,400,4,0.3048,39.6,0.00579636
130.173,500,4,0.3048,39.6,0.00579636
131.073,630,4,0.3048,39.6,0.00579636
130.723,800,4,0.3048,39.6,0.00579636
128.723,1000,4,0.3048,39.6,0.00579636
126.343,1250,4,0.3048,39.6,0.00579636
123.213,1600,4,0.3048,39.6,0.00579636
120.963,2000,4,0.3048,39.6,0.00579636
120.233,2500,4,0.3048,39.6,0.00579636
118.743,3150,4,0.3048,39.6,0.00579636
115.863,4000,4,0.3048,39.6,0.00579636
113.733,5000,4,0.3048,39.6,0.00579636
128.144,1250,0,0.2286,71.3,0.00214345
129.134,1600,0,0.2286,71.3,0.00214345
128.244,2000,0,0.2286,71.3,0.00214345
128.354,2500,0,0.2286,71.3,0.00214345
127.834,3150,0,0.2286,71.3,0.00214345
125.824,4000,0,0.2286,71.3,0.00214345
124.304,5000,0,0.2286,71.3,0.00214345
122.044,6300,0,0.2286,71.3,0.00214345
118.024,8000,0,0.2286,71.3,0.00214345
118.134,10000,0,0.2286,71.3,0.00214345
117.624,12500,0,0.2286,71.3,0.00214345
114.984,16000,0,0.2286,71.3,0.00214345
114.474,20000,0,0.2286,71.3,0.00214345
119.54,315,0,0.2286,55.5,0.00229336
121.66,400,0,0.2286,55.5,0.00229336
123.78,500,0,0.2286,55.5,0.00229336
126.16,630,0,0.2286,55.5,0.00229336
127.53,800,0,0.2286,55.5,0.00229336
128.29,1000,0,0.2286,55.5,0.00229336
127.91,1250,0,0.2286,55.5,0.00229336
126.79,1600,0,0.2286,55.5,0.00229336
126.54,2000,0,0.2286,55.5,0.00229336
126.54,2500,0,0.2286,55.5,0.00229336
125.16,3150,0,0.2286,55.5,0.00229336
123.41,4000,0,0.2286,55.5,0.00229336
122.41,5000,0,0.2286,55.5,0.00229336
118.41,6300,0,0.2286,55.5,0.00229336
121.055,315,0,0.2286,39.6,0.00253511
123.565,400,0,0.2286,39.6,0.00253511
126.195,500,0,0.2286,39.6,0.00253511
128.705,630,0,0.2286,39.6,0.00253511
130.205,800,0,0.2286,39.6,0.00253511
130.435,1000,0,0.2286,39.6,0.00253511
129.395,1250,0,0.2286,39.6,0.00253511
127.095,1600,0,0.2286,39.6,0.00253511
125.305,2000,0,0.2286,39.6,0.00253511
125.025,2500,0,0.2286,39.6,0.00253511
124.625,3150,0,0.2286,39.6,0.00253511
123.465,4000,0,0.2286,39.6,0.00253511
122.175,5000,0,0.2286,39.6,0.00253511
117.465,6300,0,0.2286,39.6,0.00253511
120.595,315,0,0.2286,31.7,0.0027238
123.635,400,0,0.2286,31.7,0.0027238
126.675,500,0,0.2286,31.7,0.0027238
129.465,630,0,0.2286,31.7,0.0027238
130.725,800,0,0.2286,31.7,0.0027238
130.595,1000,0,0.2286,31.7,0.0027238
128.805,1250,0,0.2286,31.7,0.0027238
125.625,1600,0,0.2286,31.7,0.0027238
123.455,2000,0,0.2286,31.7,0.0027238
123.445,2500,0,0.2286,31.7,0.0027238
123.445,3150,0,0.2286,31.7,0.0027238
122.035,4000,0,0.2286,31.7,0.0027238
120.505,5000,0,0.2286,31.7,0.0027238
116.815,6300,0,0.2286,31.7,0.0027238
125.116,400,2,0.2286,71.3,0.00293031
126.486,500,2,0.2286,71.3,0.00293031
127.356,630,2,0.2286,71.3,0.00293031
128.216,800,2,0.2286,71.3,0.00293031
128.956,1000,2,0.2286,71.3,0.00293031
128.816,1250,2,0.2286,71.3,0.00293031
127.796,1600,2,0.2286,71.3,0.00293031
126.896,2000,2,0.2286,71.3,0.00293031
127.006,2500,2,0.2286,71.3,0.00293031
126.116,3150,2,0.2286,71.3,0.00293031
124.086,4000,2,0.2286,71.3,0.00293031
122.816,5000,2,0.2286,71.3,0.00293031
120.786,6300,2,0.2286,71.3,0.00293031
115.996,8000,2,0.2286,71.3,0.00293031
113.086,10000,2,0.2286,71.3,0.00293031
122.292,400,2,0.2286,55.5,0.00313525
124.692,500,2,0.2286,55.5,0.00313525
126.842,630,2,0.2286,55.5,0.00313525
128.492,800,2,0.2286,55.5,0.00313525
129.002,1000,2,0.2286,55.5,0.00313525
128.762,1250,2,0.2286,55.5,0.00313525
126.752,1600,2,0.2286,55.5,0.00313525
124.612,2000,2,0.2286,55.5,0.00313525
123.862,2500,2,0.2286,55.5,0.00313525
123.742,3150,2,0.2286,55.5,0.00313525
122.232,4000,2,0.2286,55.5,0.00313525
120.472,5000,2,0.2286,55.5,0.00313525
118.712,6300,2,0.2286,55.5,0.00313525
120.137,315,2,0.2286,39.6,0.00346574
122.147,400,2,0.2286,39.6,0.00346574
125.157,500,2,0.2286,39.6,0.00346574
127.417,630,2,0.2286,39.6,0.00346574
129.037,800,2,0.2286,39.6,0.00346574
129.147,1000,2,0.2286,39.6,0.00346574
128.257,1250,2,0.2286,39.6,0.00346574
125.837,1600,2,0.2286,39.6,0.00346574
122.797,2000,2,0.2286,39.6,0.00346574
121.397,2500,2,0.2286,39.6,0.00346574
121.627,3150,2,0.2286,39.6,0.00346574
120.227,4000,2,0.2286,39.6,0.00346574
118.827,5000,2,0.2286,39.6,0.00346574
116.417,6300,2,0.2286,39.6,0.00346574
120.147,315,2,0.2286,31.7,0.00372371
123.417,400,2,0.2286,31.7,0.00372371
126.677,500,2,0.2286,31.7,0.00372371
129.057,630,2,0.2286,31.7,0.00372371
130.307,800,2,0.2286,31.7,0.00372371
130.307,1000,2,0.2286,31.7,0.00372371
128.677,1250,2,0.2286,31.7,0.00372371
125.797,1600,2,0.2286,31.7,0.00372371
123.037,2000,2,0.2286,31.7,0.00372371
121.407,2500,2,0.2286,31.7,0.00372371
121.527,3150,2,0.2286,31.7,0.00372371
120.527,4000,2,0.2286,31.7,0.00372371
118.267,5000,2,0.2286,31.7,0.00372371
115.137,6300,2,0.2286,31.7,0.00372371
126.758,500,4,0.2286,71.3,0.00400603
129.038,630,4,0.2286,71.3,0.00400603
130.688,800,4,0.2286,71.3,0.00400603
131.708,1000,4,0.2286,71.3,0.00400603
131.718,1250,4,0.2286,71.3,0.00400603
129.468,1600,4,0.2286,71.3,0.00400603
126.218,2000,4,0.2286,71.3,0.00400603
124.338,2500,4,0.2286,71.3,0.00400603
124.108,3150,4,0.2286,71.3,0.00400603
121.728,4000,4,0.2286,71.3,0.00400603
121.118,5000,4,0.2286,71.3,0.00400603
118.618,6300,4,0.2286,71.3,0.00400603
112.848,8000,4,0.2286,71.3,0.00400603
113.108,10000,4,0.2286,71.3,0.00400603
114.258,12500,4,0.2286,71.3,0.00400603
112.768,16000,4,0.2286,71.3,0.00400603
109.638,20000,4,0.2286,71.3,0.00400603
123.274,400,4,0.2286,55.5,0.0042862
127.314,500,4,0.2286,55.5,0.0042862
129.964,630,4,0.2286,55.5,0.0042862
131.864,800,4,0.2286,55.5,0.0042862
132.134,1000,4,0.2286,55.5,0.0042862
131.264,1250,4,0.2286,55.5,0.0042862
128.264,1600,4,0.2286,55.5,0.0042862
124.254,2000,4,0.2286,55.5,0.0042862
122.384,2500,4,0.2286,55.5,0.0042862
122.394,3150,4,0.2286,55.5,0.0042862
120.654,4000,4,0.2286,55.5,0.0042862
120.034,5000,4,0.2286,55.5,0.0042862
117.154,6300,4,0.2286,55.5,0.0042862
112.524,8000,4,0.2286,55.5,0.0042862
122.229,315,4,0.2286,39.6,0.00473801
123.879,400,4,0.2286,39.6,0.00473801
127.039,500,4,0.2286,39.6,0.00473801
129.579,630,4,0.2286,39.6,0.00473801
130.469,800,4,0.2286,39.6,0.00473801
129.969,1000,4,0.2286,39.6,0.00473801
128.339,1250,4,0.2286,39.6,0.00473801
125.319,1600,4,0.2286,39.6,0.00473801
121.659,2000,4,0.2286,39.6,0.00473801
119.649,2500,4,0.2286,39.6,0.00473801
120.419,3150,4,0.2286,39.6,0.00473801
119.159,4000,4,0.2286,39.6,0.00473801
117.649,5000,4,0.2286,39.6,0.00473801
114.249,6300,4,0.2286,39.6,0.00473801
113.129,8000,4,0.2286,39.6,0.00473801
120.189,250,4,0.2286,31.7,0.00509068
123.609,315,4,0.2286,31.7,0.00509068
126.149,400,4,0.2286,31.7,0.00509068
128.939,500,4,0.2286,31.7,0.00509068
130.349,630,4,0.2286,31.7,0.00509068
130.869,800,4,0.2286,31.7,0.00509068
129.869,1000,4,0.2286,31.7,0.00509068
128.119,1250,4,0.2286,31.7,0.00509068
125.229,1600,4,0.2286,31.7,0.00509068
122.089,2000,4,0.2286,31.7,0.00509068
120.209,2500,4,0.2286,31.7,0.00509068
120.229,3150,4,0.2286,31.7,0.00509068
118.859,4000,4,0.2286,31.7,0.00509068
115.969,5000,4,0.2286,31.7,0.00509068
112.699,6300,4,0.2286,31.7,0.00509068
127.7,400,5.3,0.2286,71.3,0.0051942
129.88,500,5.3,0.2286,71.3,0.0051942
131.8,630,5.3,0.2286,71.3,0.0051942
133.48,800,5.3,0.2286,71.3,0.0051942
134,1000,5.3,0.2286,71.3,0.0051942
133.38,1250,5.3,0.2286,71.3,0.0051942
130.46,1600,5.3,0.2286,71.3,0.0051942
125.89,2000,5.3,0.2286,71.3,0.0051942
123.74,2500,5.3,0.2286,71.3,0.0051942
123.12,3150,5.3,0.2286,71.3,0.0051942
120.33,4000,5.3,0.2286,71.3,0.0051942
118.05,5000,5.3,0.2286,71.3,0.0051942
116.92,6300,5.3,0.2286,71.3,0.0051942
114.9,8000,5.3,0.2286,71.3,0.0051942
111.35,10000,5.3,0.2286,71.3,0.0051942
127.011,250,5.3,0.2286,39.6,0.00614329
129.691,315,5.3,0.2286,39.6,0.00614329
131.221,400,5.3,0.2286,39.6,0.00614329
132.251,500,5.3,0.2286,39.6,0.00614329
132.011,630,5.3,0.2286,39.6,0.00614329
129.491,800,5.3,0.2286,39.6,0.00614329
125.581,1000,5.3,0.2286,39.6,0.00614329
125.721,1250,5.3,0.2286,39.6,0.00614329
123.081,1600,5.3,0.2286,39.6,0.00614329
117.911,2000,5.3,0.2286,39.6,0.00614329
116.151,2500,5.3,0.2286,39.6,0.00614329
118.441,3150,5.3,0.2286,39.6,0.00614329
115.801,4000,5.3,0.2286,39.6,0.00614329
115.311,5000,5.3,0.2286,39.6,0.00614329
112.541,6300,5.3,0.2286,39.6,0.00614329
138.758,200,7.3,0.2286,71.3,0.0104404
139.918,250,7.3,0.2286,71.3,0.0104404
139.808,315,7.3,0.2286,71.3,0.0104404
139.438,400,7.3,0.2286,71.3,0.0104404
136.798,500,7.3,0.2286,71.3,0.0104404
133.768,630,7.3,0.2286,71.3,0.0104404
130.748,800,7.3,0.2286,71.3,0.0104404
126.838,1000,7.3,0.2286,71.3,0.0104404
127.358,1250,7.3,0.2286,71.3,0.0104404
125.728,1600,7.3,0.2286,71.3,0.0104404
122.708,2000,7.3,0.2286,71.3,0.0104404
122.088,2500,7.3,0.2286,71.3,0.0104404
120.458,3150,7.3,0.2286,71.3,0.0104404
119.208,4000,7.3,0.2286,71.3,0.0104404
115.298,5000,7.3,0.2286,71.3,0.0104404
115.818,6300,7.3,0.2286,71.3,0.0104404
135.234,200,7.3,0.2286,55.5,0.0111706
136.384,250,7.3,0.2286,55.5,0.0111706
136.284,315,7.3,0.2286,55.5,0.0111706
135.924,400,7.3,0.2286,55.5,0.0111706
133.174,500,7.3,0.2286,55.5,0.0111706
130.934,630,7.3,0.2286,55.5,0.0111706
128.444,800,7.3,0.2286,55.5,0.0111706
125.194,1000,7.3,0.2286,55.5,0.0111706
125.724,1250,7.3,0.2286,55.5,0.0111706
123.354,1600,7.3,0.2286,55.5,0.0111706
120.354,2000,7.3,0.2286,55.5,0.0111706
118.994,2500,7.3,0.2286,55.5,0.0111706
117.134,3150,7.3,0.2286,55.5,0.0111706
117.284,4000,7.3,0.2286,55.5,0.0111706
113.144,5000,7.3,0.2286,55.5,0.0111706
111.534,6300,7.3,0.2286,55.5,0.0111706
130.989,200,7.3,0.2286,39.6,0.0123481
131.889,250,7.3,0.2286,39.6,0.0123481
132.149,315,7.3,0.2286,39.6,0.0123481
132.039,400,7.3,0.2286,39.6,0.0123481
130.299,500,7.3,0.2286,39.6,0.0123481
128.929,630,7.3,0.2286,39.6,0.0123481
126.299,800,7.3,0.2286,39.6,0.0123481
122.539,1000,7.3,0.2286,39.6,0.0123481
123.189,1250,7.3,0.2286,39.6,0.0123481
121.059,1600,7.3,0.2286,39.6,0.0123481
117.809,2000,7.3,0.2286,39.6,0.0123481
116.559,2500,7.3,0.2286,39.6,0.0123481
114.309,3150,7.3,0.2286,39.6,0.0123481
114.079,4000,7.3,0.2286,39.6,0.0123481
111.959,5000,7.3,0.2286,39.6,0.0123481
110.839,6300,7.3,0.2286,39.6,0.0123481
128.679,200,7.3,0.2286,31.7,0.0132672
130.089,250,7.3,0.2286,31.7,0.0132672
130.239,315,7.3,0.2286,31.7,0.0132672
130.269,400,7.3,0.2286,31.7,0.0132672
128.169,500,7.3,0.2286,31.7,0.0132672
126.189,630,7.3,0.2286,31.7,0.0132672
123.209,800,7.3,0.2286,31.7,0.0132672
119.099,1000,7.3,0.2286,31.7,0.0132672
120.509,1250,7.3,0.2286,31.7,0.0132672
119.039,1600,7.3,0.2286,31.7,0.0132672
115.309,2000,7.3,0.2286,31.7,0.0132672
114.709,2500,7.3,0.2286,31.7,0.0132672
113.229,3150,7.3,0.2286,31.7,0.0132672
112.639,4000,7.3,0.2286,31.7,0.0132672
111.029,5000,7.3,0.2286,31.7,0.0132672
110.689,6300,7.3,0.2286,31.7,0.0132672
125.817,800,0,0.1524,71.3,0.0015988
127.307,1000,0,0.1524,71.3,0.0015988
128.927,1250,0,0.1524,71.3,0.0015988
129.667,1600,0,0.1524,71.3,0.0015988
128.647,2000,0,0.1524,71.3,0.0015988
128.127,2500,0,0.1524,71.3,0.0015988
129.377,3150,0,0.1524,71.3,0.0015988
128.857,4000,0,0.1524,71.3,0.0015988
126.457,5000,0,0.1524,71.3,0.0015988
125.427,6300,0,0.1524,71.3,0.0015988
122.527,8000,0,0.1524,71.3,0.0015988
120.247,10000,0,0.1524,71.3,0.0015988
117.087,12500,0,0.1524,71.3,0.0015988
113.297,16000,0,0.1524,71.3,0.0015988
120.573,500,0,0.1524,55.5,0.00172668
123.583,630,0,0.1524,55.5,0.00172668
126.713,800,0,0.1524,55.5,0.00172668
128.583,1000,0,0.1524,55.5,0.00172668
129.953,1250,0,0.1524,55.5,0.00172668
130.183,1600,0,0.1524,55.5,0.00172668
129.673,2000,0,0.1524,55.5,0.00172668
127.763,2500,0,0.1524,55.5,0.00172668
127.753,3150,0,0.1524,55.5,0.00172668
127.233,4000,0,0.1524,55.5,0.00172668
125.203,5000,0,0.1524,55.5,0.00172668
123.303,6300,0,0.1524,55.5,0.00172668
121.903,8000,0,0.1524,55.5,0.00172668
119.253,10000,0,0.1524,55.5,0.00172668
117.093,12500,0,0.1524,55.5,0.00172668
112.803,16000,0,0.1524,55.5,0.00172668
119.513,500,0,0.1524,39.6,0.00193287
124.403,630,0,0.1524,39.6,0.00193287
127.903,800,0,0.1524,39.6,0.00193287
130.033,1000,0,0.1524,39.6,0.00193287
131.023,1250,0,0.1524,39.6,0.00193287
131.013,1600,0,0.1524,39.6,0.00193287
129.633,2000,0,0.1524,39.6,0.00193287
126.863,2500,0,0.1524,39.6,0.00193287
125.603,3150,0,0.1524,39.6,0.00193287
125.343,4000,0,0.1524,39.6,0.00193287
123.453,5000,0,0.1524,39.6,0.00193287
121.313,6300,0,0.1524,39.6,0.00193287
120.553,8000,0,0.1524,39.6,0.00193287
115.413,10000,0,0.1524,39.6,0.00193287
121.617,500,0,0.1524,31.7,0.00209405
125.997,630,0,0.1524,31.7,0.00209405
129.117,800,0,0.1524,31.7,0.00209405
130.987,1000,0,0.1524,31.7,0.00209405
131.467,1250,0,0.1524,31.7,0.00209405
130.817,1600,0,0.1524,31.7,0.00209405
128.907,2000,0,0.1524,31.7,0.00209405
125.867,2500,0,0.1524,31.7,0.00209405
124.207,3150,0,0.1524,31.7,0.00209405
123.807,4000,0,0.1524,31.7,0.00209405
122.397,5000,0,0.1524,31.7,0.00209405
119.737,6300,0,0.1524,31.7,0.00209405
